Unique id,channel_name,category,Sub-category,Customer Remarks,Order_id,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score,response_time_minutes,response_bucket
aca9a1fd-5f56-4836-8b32-3f3985787223,Inbound,Feedback,UnProfessional Behaviour,,8e356cf8-46c2-498a-ac17-ce485a7a78d2,,2023-08-05 20:31:00,2023-08-05 22:46:00,05-Aug-23,,,,,Carla Morgan,Nathan Patel,Emily Chen,0-30,Evening,5.0,135.0,1-3 hrs
a28012df-2172-4780-9a78-493e62915521,Inbound,Returns,Return request,Customer service is good ,a2169e36-a253-4523-97ab-755c48d135a5,,2023-08-05 22:28:00,2023-08-05 22:41:00,05-Aug-23,,,,,Sean Walters,Jacob Sato,Emily Chen,0-30,Evening,5.0,13.0,5-15 min
9fe34976-26e6-4ddb-a1ae-33923cbfa237,Inbound,Returns,Reverse Pickup Enquiry,,d37bff80-8da4-4eba-8f31-b671447512bb,,2023-08-06 10:25:00,2023-08-06 15:05:00,06-Aug-23,,,,,Cole Moore,Emma Park,John Smith,31-60,Morning,5.0,280.0,3+ hrs
259ed9ef-d919-4d86-bef7-f051f38c32c6,Inbound,Order Related,Order status enquiry,,b323bbf5-b417-4a2e-acb8-15b7ff0ad8bb,,2023-08-05 16:37:00,2023-08-05 16:41:00,05-Aug-23,,,,,Wendy Anderson,Harper Wong,William Kim,On Job Training,Evening,5.0,4.0,0-5 min
e7f44e5d-19ed-4072-a4b5-fb52f52d664b,Inbound,Returns,Reverse Pickup Enquiry,Very very poor Shopzilla ,f40e99df-5f46-4d6c-afa8-92d218e1537e,,2023-08-06 08:42:00,2023-08-06 08:44:00,06-Aug-23,,,,,Betty Harris,Lily Chen,Michael Lee,>90,Morning,1.0,2.0,0-5 min
bc7fb95a-19e0-4953-8aeb-1b6a6a4cbbe9,Inbound,Order Related,Customer Requested Modifications,Very nice ,5792a6f4-fece-4580-83d0-b49c4eb06fc6,,2023-08-06 18:51:00,2023-08-06 20:16:00,06-Aug-23,,,,,Christine Jackson,Abigail Suzuki,Jennifer Nguyen,On Job Training,Evening,5.0,85.0,1-3 hrs
d6dc6f74-f3ad-498c-b9d7-aff4927cc695,Inbound,Order Related,Delayed,,f74d707f-5910-498a-b532-2a9faaa2087d,26-07-2023 23:17,2023-08-05 23:38:00,2023-08-05 23:40:00,05-Aug-23,SIDDHARTHNAGAR,LifeStyle,799.0,,Sarah Gutierrez,Emily Yamashita,Michael Lee,61-90,Morning,5.0,2.0,0-5 min
15046863-c9fc-481b-9f29-4894912d4ffa,Inbound,Returns,Reverse Pickup Enquiry,Nice work,60006035-4770-4bf7-bc9b-ebe44e1c2cde,19-07-2023 20:22,2023-08-05 13:33:00,2023-08-05 13:40:00,05-Aug-23,BANSWARA,LifeStyle,668.0,,Jenna Moore,Aiden Patel,John Smith,>90,Morning,5.0,7.0,5-15 min
b3995c35-a68d-4e02-94a1-1bae6b7aac74,Inbound,Order Related,Order status enquiry,,4cd75bfe-6132-42d5-8cfb-c2c99d419b8e,,2023-08-05 22:21:00,2023-08-06 00:35:00,06-Aug-23,,,,,Luke Brown,Alexander Tanaka,Michael Lee,0-30,Evening,5.0,134.0,1-3 hrs
fc889388-d975-486c-9aba-22f2eaad4878,Inbound,Returns,Return request,,1179d763-6d4d-4292-b8df-b38e22e0de3d,,2023-08-05 16:34:00,2023-08-05 16:36:00,05-Aug-23,,,,,Devon Daniel,Olivia Wang,Olivia Tan,0-30,Afternoon,5.0,2.0,0-5 min
83c516d8-0b05-4646-9167-382251aef4f0,Inbound,Returns,Missing,,ae08fbbb-b4e1-42f1-be45-87a1402017f8,,2023-08-05 16:42:00,2023-08-05 20:58:00,05-Aug-23,,,,,Brianna Brown PhD,Amelia Tanaka,Michael Lee,31-60,Evening,4.0,256.0,3+ hrs
243ef3df-066c-4119-be89-8821af4b7ea1,Inbound,Feedback,UnProfessional Behaviour,,3ac51631-ab6e-4343-bfe2-d9ecd16cf1f6,,2023-08-05 20:09:00,2023-08-05 21:12:00,05-Aug-23,,,,,Carolyn Reese,Madison Kim,Michael Lee,31-60,Evening,1.0,63.0,1-3 hrs
bdc23a58-3732-4a55-a8cc-b1feeb236ef3,Inbound,Returns,Reverse Pickup Enquiry,,20f5bff8-bd76-46a3-98a8-0816ec9b1c1e,,2023-08-06 16:26:00,2023-08-06 16:27:00,06-Aug-23,,,,,Laura Smith,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,1.0,0-5 min
e123b7de-a21f-4907-97b2-f83bb5d89a98,Inbound,Returns,Reverse Pickup Enquiry,,f5f7ab5c-6f77-48b9-98f8-ed61021901fd,,2023-08-06 18:06:00,2023-08-06 18:16:00,06-Aug-23,,,,,Joshua Franklin,Mia Patel,Emily Chen,0-30,Evening,4.0,10.0,5-15 min
c0317f51-cd4a-479b-9126-f8e7acf59ae8,Inbound,Feedback,UnProfessional Behaviour,Rest is ok ,ea8d8598-23ba-4b49-b98a-eb1fecf42674,15-07-2023 22:18,2023-08-06 17:08:00,2023-08-06 17:10:00,06-Aug-23,ROORKEE,Home Appliences,1530.0,,Samuel Ramos,Nathan Patel,Michael Lee,>90,Split,5.0,2.0,0-5 min
0e0139c2-d1ab-4ed5-bbc4-6391c28bf2f8,Inbound,Returns,Reverse Pickup Enquiry,,db7ff358-f548-4a39-ad3b-4fc4334e55fd,21-07-2023 22:17,2023-08-05 12:45:00,2023-08-05 12:52:00,05-Aug-23,ALLAHABAD,LifeStyle,297.0,,Rose Moore,Madison Kim,John Smith,>90,Morning,5.0,7.0,5-15 min
56cfb047-93a6-4ae4-b499-60e184a6ecc0,Inbound,Returns,Reverse Pickup Enquiry,,b7b7fb08-8dfe-4e7b-9639-067a9fcf84b2,,2023-08-05 15:43:00,2023-08-05 15:52:00,05-Aug-23,,,,,Brian Wilson PhD,Emma Park,John Smith,31-60,Morning,5.0,9.0,5-15 min
4bd48157-d0bb-4f63-9f5c-68eee2f3f75a,Inbound,Returns,Wrong,,a42a0c95-1922-47fb-a01e-3f54ea2d4495,,2023-08-05 16:47:00,2023-08-05 16:49:00,05-Aug-23,,,,,Scott Scott,Elijah Yamaguchi,John Smith,>90,Evening,5.0,2.0,0-5 min
37d6bc1d-a5f2-49e7-b1e7-fff7cd485800,Inbound,Order Related,Delayed,,f8529824-a398-43b1-b66e-dba163f33e22,,2023-08-06 10:14:00,2023-08-06 10:23:00,06-Aug-23,,,,,Peter Lawrence,Dylan Kim,Olivia Tan,>90,Morning,5.0,9.0,5-15 min
cc3c4dbd-9dbd-4e7d-94cb-4bb1dc4a7d82,Inbound,Returns,Fraudulent User,,f606a53a-c7a4-41b6-ae1c-cb661917f5be,,2023-08-06 13:04:00,2023-08-06 13:42:00,06-Aug-23,,,,,Theresa Russell,Nathan Patel,Michael Lee,>90,Afternoon,5.0,38.0,30-60 min
25e47431-b08d-4f78-a651-6a3f943dbadf,Inbound,Returns,Return request,,b912b740-195c-4713-960f-8f60729cf76d,,2023-08-06 14:33:00,2023-08-06 14:34:00,06-Aug-23,,,,,Brianna Wolf,Mia Patel,John Smith,>90,Morning,5.0,1.0,0-5 min
76e7ce89-98e0-49a9-9865-0aa0dd6727bb,Inbound,Returns,Fraudulent User,,f8c805fd-8189-4e70-9304-edd5847f0752,,2023-08-06 15:52:00,2023-08-06 16:40:00,06-Aug-23,,,,,Terri Carr,Brayden Wong,Michael Lee,>90,Afternoon,5.0,48.0,30-60 min
4bbcb340-6b38-4ffd-ba43-476050366b1d,Inbound,Returns,Reverse Pickup Enquiry,Very bad,5d8ee868-5b8c-4279-abe9-2775191b93ef,,2023-08-06 16:36:00,2023-08-06 20:11:00,06-Aug-23,,,,,Sarah Becker,Zoe Yamamoto,John Smith,31-60,Afternoon,1.0,215.0,3+ hrs
d6e604fd-e5c9-438e-9801-a5bd84b64c7c,Outcall,Order Related,Installation/demo,,6ce4906b-63da-426f-b690-2d979d7ef89f,,2023-08-05 12:33:00,2023-08-05 14:00:00,05-Aug-23,,,,,Renee Martin,Lily Chen,Michael Lee,>90,Morning,2.0,87.0,1-3 hrs
78475c73-5086-427b-8b48-10a42ed63524,Inbound,Returns,Fraudulent User,,8ef994be-8cd0-427a-80db-239f214fe7e8,,2023-08-05 17:46:00,2023-08-05 17:48:00,05-Aug-23,,,,,Veronica Howell,Elijah Yamaguchi,John Smith,>90,Evening,4.0,2.0,0-5 min
dc65cc11-337f-4e3a-9616-71df6d9c4dd3,Inbound,Returns,Reverse Pickup Enquiry,Good ,8b05c584-ceec-4f21-8825-8309097ef506,28-07-2023 20:35,2023-08-05 20:45:00,2023-08-05 20:58:00,05-Aug-23,BOLANGIR,Electronics,549.0,,Elizabeth Macias,Lily Chen,Michael Lee,>90,Evening,5.0,13.0,5-15 min
3200296d-bf1e-4406-a756-4b984826131a,Inbound,Order Related,Priority delivery,,193351ef-d324-446a-b31f-9b5464625ea6,,2023-08-05 01:00:00,2023-08-05 01:02:00,05-Aug-23,,,,,Wendy Taylor,Madison Kim,Michael Lee,31-60,Evening,5.0,2.0,0-5 min
f39018a4-4bad-40ae-818a-13b56a36b881,Inbound,Order Related,Installation/demo,,cf94c408-29e4-40e6-a8d0-05e548d4255e,,2023-08-05 10:26:00,2023-08-05 11:20:00,05-Aug-23,,,,,Jennifer Hernandez,Lily Chen,Michael Lee,>90,Morning,5.0,54.0,30-60 min
c15cf2a2-61c4-45ca-b1c0-931322af1741,Inbound,Returns,Fraudulent User,,351aecb0-41b9-413b-9f8e-c06043091e61,,2023-08-06 10:24:00,2023-08-06 10:44:00,06-Aug-23,,,,,Hayley Smith,Noah Patel,Emily Chen,>90,Split,5.0,20.0,15-30 min
f0faf608-c663-4b6d-8bbb-c003142cd4e9,Inbound,Product Queries,Product Specific Information,,d330556a-4d8e-4b50-9fd9-0926028121c4,,2023-08-05 20:05:00,2023-08-05 20:11:00,05-Aug-23,,,,,Lisa Thompson DVM,Carter Park,Michael Lee,>90,Evening,5.0,6.0,5-15 min
afbb580e-9c84-4068-aeed-2b51a4c61735,Inbound,Returns,Reverse Pickup Enquiry,,ad669f9b-60db-473c-9e22-1e77cfc59e18,,2023-08-05 23:18:00,2023-08-05 23:23:00,05-Aug-23,,,,,Julie Williams,Zoe Yamamoto,William Kim,On Job Training,Morning,5.0,5.0,0-5 min
304ffcfa-9b35-4960-804a-7c1ad8509511,Inbound,Shopzilla Related,General Enquiry,Super bahut hi achcha confidence,b2d6de95-23f3-4623-87cd-8ac214937fe2,,2023-08-06 01:56:00,2023-08-06 02:47:00,06-Aug-23,,,,,Karen Vasquez,Emily Yamashita,Michael Lee,>90,Morning,5.0,51.0,30-60 min
3da526e2-3618-429a-82a4-0292a62aa454,Inbound,Shopzilla Related,General Enquiry,Thanks ,5dec4de1-9be2-44cf-a539-f18543919d2c,,2023-08-06 18:22:00,2023-08-06 18:29:00,06-Aug-23,,,,,Jacqueline Edwards,Carter Park,Michael Lee,31-60,Evening,5.0,7.0,5-15 min
cea9225a-cfd0-4657-9eae-b48761104198,Inbound,Order Related,Seller Cancelled Order,Excellent,a8598eec-9644-40a8-9681-0f72b5de1017,,2023-08-06 20:41:00,2023-08-06 20:43:00,06-Aug-23,,,,,Jaime Henderson,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,2.0,0-5 min
7cea2871-bfaf-4be9-8588-b870738f2eaf,Inbound,Returns,Service Centres Related,,c123a8b3-938b-49b9-8e5c-0557bdd82c6e,,2023-08-05 08:39:00,2023-08-05 14:15:00,05-Aug-23,,,,,Timothy Henry,William Park,John Smith,31-60,Morning,1.0,336.0,3+ hrs
ba3236ce-df07-4613-8c37-d535fdf75764,Inbound,Payments related,Payment related Queries,,b0be6056-9722-4eaf-9874-6059f24464e4,,2023-08-05 22:39:00,2023-08-05 23:19:00,05-Aug-23,,,,,Benjamin Taylor,Mia Patel,Emily Chen,0-30,Evening,1.0,40.0,30-60 min
d6b6b902-fc1f-4bdf-91b6-3630eaf2f25c,Inbound,Returns,Reverse Pickup Enquiry,,738e2277-7a0a-4b89-a69f-14b636817ab3,,2023-08-06 12:05:00,2023-08-06 12:06:00,06-Aug-23,,,,,Randy Finley,Emily Yamashita,Michael Lee,>90,Morning,5.0,1.0,0-5 min
7d7d32ee-226a-4827-9e3c-8f2c8fb0cb6e,Inbound,Cancellation,Not Needed,Improve cancellation time ,5c654f6c-2ab6-46e6-81a8-b77814a14180,,2023-08-06 18:36:00,2023-08-06 18:37:00,06-Aug-23,,,,,Allen Bowers,Olivia Wang,John Smith,>90,Evening,5.0,1.0,0-5 min
c0447f6c-a170-4360-b960-73d632c42df6,Inbound,Order Related,Installation/demo,,3fddde5a-1064-4e8f-bf93-909d7528bd1e,,2023-08-05 10:19:00,2023-08-05 10:23:00,05-Aug-23,,,,,Dana Bridges,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5.0,4.0,0-5 min
a107fe49-bc3e-4c52-9ce0-ebb8f8a4377e,Inbound,Returns,Service Centres Related,good,aebfcef9-cbb4-4bf3-aab7-d30c188e188d,,2023-08-05 16:04:00,2023-08-05 16:06:00,05-Aug-23,,,,,Christopher Rice,Carter Park,Michael Lee,>90,Morning,5.0,2.0,0-5 min
d9028438-afe8-48a7-9389-d912358d4326,Inbound,Returns,Missing,Provide professional training in your logistics or warehouse staffAnd Open box delivery system,a5c05613-1c59-41d9-9a2f-fe523d2574f0,,2023-08-05 21:06:00,2023-08-05 22:21:00,05-Aug-23,,,,,Lindsey Smith,Nathan Patel,John Smith,>90,Afternoon,5.0,75.0,1-3 hrs
6fbba429-736a-4186-9039-3cb0df065309,Outcall,Order Related,Order status enquiry,,8b58d61f-8f15-4afa-8abb-0570bc33f32f,,2023-08-06 13:43:00,2023-08-06 16:19:00,06-Aug-23,,,,,Stephanie Johnson,Lucas Singh,William Kim,On Job Training,Morning,1.0,156.0,1-3 hrs
4fe953d2-5e4c-4fbd-afcc-aa3187d6bb7f,Inbound,Returns,Wrong,,cdc9a976-c8d3-41b5-94fc-51827f5c98cb,,2023-08-05 11:05:00,2023-08-05 11:06:00,05-Aug-23,,,,,Mrs. Heather Williams,Isabella Wong,Emily Chen,>90,Split,5.0,1.0,0-5 min
132aa0c2-01e6-4c80-a5bb-756271bba90c,Inbound,Refund Related,Refund Enquiry,,b432b636-e344-4253-a184-6af9e89ff8d0,,2023-08-05 12:07:00,2023-08-05 15:25:00,05-Aug-23,,,,,Alyssa Ford,Carter Park,Jennifer Nguyen,On Job Training,Morning,5.0,198.0,3+ hrs
886ea637-8178-4139-9e06-5bddca073cf2,Inbound,Returns,Missing,,2b129e0b-3c35-4124-9f34-4a7f5635d8df,,2023-08-05 22:44:00,2023-08-05 23:05:00,05-Aug-23,,,,,Allen Bowers,Olivia Wang,John Smith,>90,Evening,5.0,21.0,15-30 min
864db936-96c6-4b23-abdc-3cec597a5139,Inbound,Returns,Fraudulent User,,99153b5d-8e03-48af-97ec-9666c8f2ae38,,2023-08-06 12:40:00,2023-08-06 12:47:00,06-Aug-23,,,,,Troy Nguyen,Amelia Tanaka,Emily Chen,>90,Morning,4.0,7.0,5-15 min
79d6dc24-fab4-4884-b75f-62ed36f018aa,Inbound,Returns,Reverse Pickup Enquiry,,0bee1dcb-1c39-407c-bc6c-cbaa4b0b33a3,,2023-08-05 16:16:00,2023-08-05 16:17:00,05-Aug-23,,,,,Haley Carroll,William Park,John Smith,61-90,Evening,5.0,1.0,0-5 min
3354a5ca-a20c-4e77-93e7-0a6c53a9a386,Inbound,Returns,Reverse Pickup Enquiry,,29ffc88c-6970-4d2c-acec-ce74684af2a2,,2023-08-05 16:19:00,2023-08-05 16:20:00,05-Aug-23,,,,,Sara Rodriguez,Lily Chen,Michael Lee,31-60,Evening,1.0,1.0,0-5 min
33e9dae5-5118-4e33-a7b9-b0e255494c90,Inbound,Returns,Reverse Pickup Enquiry,it was nice talking to you,c5e26e1b-0af8-47c8-8059-d998cb2f0cdb,,2023-08-06 21:10:00,2023-08-06 21:11:00,06-Aug-23,,,,,Carla Morgan,Nathan Patel,Emily Chen,0-30,Evening,5.0,1.0,0-5 min
1ba1a065-c797-4634-85af-e9e7be25cc73,Inbound,Returns,Missing,** you,468e76c2-d9c3-4416-b09f-f26221e9941e,,2023-08-05 23:07:00,2023-08-05 23:18:00,05-Aug-23,,,,,Patricia Holmes,Emma Park,John Smith,>90,Morning,5.0,11.0,5-15 min
1d911696-1f48-4006-a959-579886b955b0,Inbound,Returns,Reverse Pickup Enquiry,Good ,155e82bb-a647-4af3-bc34-5a1aacfd0e0b,,2023-08-06 07:55:00,2023-08-06 08:00:00,06-Aug-23,,,,,Anthony Salinas,William Park,John Smith,31-60,Morning,5.0,5.0,0-5 min
eeab1a66-590b-4ad5-8fea-140438847243,Inbound,Order Related,Installation/demo,excellent ,88fa1fde-cd28-46e6-89c2-43d458a7f79b,,2023-08-06 23:34:00,2023-08-06 23:37:00,06-Aug-23,,,,,Alexander Saunders,Noah Patel,Michael Lee,31-60,Night,5.0,3.0,0-5 min
4e068630-756f-498b-8f53-7c21c854ca38,Inbound,Returns,Reverse Pickup Enquiry,Nice toking ,d024168a-82f2-4d83-9471-b5f96ba0dcd2,19-07-2023 20:14,2023-08-05 09:31:00,2023-08-05 09:38:00,05-Aug-23,BHILWARA,Home Appliences,9499.0,,Kathryn Vasquez,Noah Patel,Michael Lee,>90,Morning,5.0,7.0,5-15 min
a17fe262-50de-4dfd-9b36-35aca9f234bd,Outcall,Returns,Return request,,a1663ec1-17e9-4e94-a43b-7bcf04214f57,30-07-2023 17:07,2023-08-06 18:15:00,2023-08-06 18:20:00,06-Aug-23,PUNE,Electronics,899.0,,Katelyn Horton,Mason Gupta,Olivia Tan,0-30,Morning,5.0,5.0,0-5 min
3663c1de-95af-41b7-bbf9-ac9745984c0f,Inbound,Order Related,Order status enquiry,,451da399-9620-4406-82c5-88b8f04be7fe,,2023-08-05 20:36:00,2023-08-05 20:43:00,05-Aug-23,,,,,Sandra Pierce,Emma Park,Jennifer Nguyen,On Job Training,Evening,5.0,7.0,5-15 min
8acb1ca0-f68e-42ad-b5c6-a417e0b0e030,Inbound,Returns,Reverse Pickup Enquiry,,2c3c72aa-e9af-4a22-9418-fc72e0dd4833,,2023-08-06 16:27:00,2023-08-06 16:28:00,06-Aug-23,,,,,Teresa Nolan,Ava Wong,Olivia Tan,>90,Morning,5.0,1.0,0-5 min
945014d4-7850-4935-bf45-8eaec31ee73b,Inbound,Returns,Return request,,b4fe4009-6413-48d5-9877-873dccb21d36,,2023-08-06 20:26:00,2023-08-06 21:50:00,06-Aug-23,,,,,Wendy Mitchell,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,5.0,84.0,1-3 hrs
8fe22c9c-503a-4ae8-a4a5-e41423f7ca37,Inbound,Returns,Wrong,,0b6781de-4619-4144-8c6e-cbce74100a35,,2023-08-05 12:14:00,2023-08-05 12:16:00,05-Aug-23,,,,,Jerome Gray,Sophia Sato,John Smith,0-30,Morning,5.0,2.0,0-5 min
f17aef1b-eb54-408a-878a-751cfe4a0693,Inbound,Returns,Wrong,,3bda8a6a-24b8-4bda-9a62-6b1ad1856b8d,,2023-08-05 21:59:00,2023-08-05 22:02:00,05-Aug-23,,,,,Sarah Becker,Zoe Yamamoto,John Smith,31-60,Afternoon,4.0,3.0,0-5 min
1499779a-f397-48c1-8f13-707a972f70bc,Inbound,Product Queries,Product Specific Information,,50396f4a-7bba-4a3a-8ae8-ffa1100a9d64,,2023-08-06 08:38:00,2023-08-06 08:41:00,06-Aug-23,,,,,Teresa Gilbert,Scarlett Chen,John Smith,0-30,Morning,5.0,3.0,0-5 min
9491f597-bf14-4603-9459-a4c4e4393301,Inbound,Returns,Reverse Pickup Enquiry,,69114df5-e9dd-4829-a2b3-2758a4f1c76e,,2023-08-06 22:09:00,2023-08-06 22:22:00,06-Aug-23,,,,,Benjamin Gomez,Elijah Yamaguchi,John Smith,61-90,Evening,5.0,13.0,5-15 min
e36c1066-52ef-4bdb-bacd-8ae3305ba0eb,Inbound,Order Related,Delayed,,06d21119-1bee-4f40-98ad-9708384e033a,18-07-2023 00:22,2023-08-05 16:19:00,2023-08-05 16:27:00,05-Aug-23,AMBAD,Electronics,999.0,,Nicole Hicks,Jackson Park,Michael Lee,>90,Evening,5.0,8.0,5-15 min
50d6f169-56d7-49cc-9ef4-6f04836c91b8,Inbound,Product Queries,Product Specific Information,,e9f8e5a1-d755-46d2-b9b1-a4d172c61c4c,,2023-08-05 10:38:00,2023-08-05 12:30:00,05-Aug-23,,,,,Susan Francis,Sophia Sato,John Smith,0-30,Morning,1.0,112.0,1-3 hrs
fae1afbe-f6a2-4c65-936d-2837ddd36099,Inbound,Product Queries,Life Insurance,,4184c9f5-44d7-4722-931b-e6e531db7a63,,2023-08-05 11:05:00,2023-08-05 11:29:00,05-Aug-23,,,,,Evan Ramsey,Ethan Tan,John Smith,>90,Morning,5.0,24.0,15-30 min
b70cb0ab-15ac-4af8-b21f-513cd6f03e0b,Inbound,Returns,Reverse Pickup Enquiry,,07b6cee8-b059-47ec-9542-213677b192a8,,2023-08-05 12:11:00,2023-08-05 12:14:00,05-Aug-23,,,,,John Hoffman,Scarlett Chen,John Smith,>90,Morning,5.0,3.0,0-5 min
e6f0ae03-ef8c-43d2-bbdd-23b46a296f16,Inbound,Order Related,Invoice request,,bff512fd-aaa3-406a-b775-b21c556e9f15,,2023-08-05 13:09:00,2023-08-05 13:12:00,05-Aug-23,,,,,Sharon Bullock,Scarlett Chen,John Smith,0-30,Morning,4.0,3.0,0-5 min
c1dc597b-512c-49be-8ebf-06f6033499af,Inbound,Returns,Reverse Pickup Enquiry,,574f5f62-72f1-4303-bb26-f3cebeb82370,,2023-08-05 23:39:00,2023-08-05 23:42:00,05-Aug-23,,,,,Judy Gonzalez,Elijah Yamaguchi,John Smith,>90,Evening,5.0,3.0,0-5 min
16793ab6-6147-4960-bb0c-779263d2babb,Inbound,Returns,Technician Visit,"Yet My problems not resolved, it taken more time , it is only harassment to customer.",32f15cff-1bb2-4008-9c5d-3094887895c6,,2023-08-05 22:51:00,2023-08-06 08:10:00,06-Aug-23,,,,,Patricia Duarte,Elijah Yamaguchi,Emily Chen,61-90,Evening,1.0,559.0,3+ hrs
d3368b2e-5694-4c20-85db-aa308f60e087,Inbound,Returns,Reverse Pickup Enquiry,,e5572932-4209-4b31-946b-92fbe353434e,,2023-08-06 09:17:00,2023-08-06 09:20:00,06-Aug-23,,,,,Chad Burns,Ava Wong,William Kim,On Job Training,Evening,5.0,3.0,0-5 min
663a4ce4-d1d7-46f5-998c-84de9b36b2a7,Inbound,Returns,Reverse Pickup Enquiry,,bff259bc-ab39-47b3-8933-404119914494,,2023-08-06 19:33:00,2023-08-06 19:39:00,06-Aug-23,,,,,Marvin Rivera,Carter Park,Jennifer Nguyen,On Job Training,Evening,5.0,6.0,5-15 min
2f1be29a-fc91-4552-b8d2-c1488da8d375,Inbound,Returns,Reverse Pickup Enquiry,,f8a6b510-8a30-438b-897d-adee5fc44082,11-07-2023 07:52,2023-08-04 17:12:00,2023-08-05 07:39:00,05-Aug-23,NEW DELHI,Electronics,4999.0,,Blake Davis,Amelia Tanaka,Michael Lee,31-60,Evening,3.0,867.0,3+ hrs
24babf5e-7dcb-4b33-ab15-164b13d4dd6a,Inbound,Order Related,Delayed,,5b5f714b-fd61-4726-8647-c8b84f133a3a,,2023-08-05 21:26:00,2023-08-05 21:26:00,05-Aug-23,,,,,Megan Smith,Ava Wong,Olivia Tan,>90,Morning,1.0,0.0,
ffae8602-7840-49be-894a-d16970552850,Inbound,Returns,Reverse Pickup Enquiry,,819e2d99-58bc-41f6-9afd-f6d84ccc650a,,2023-08-06 18:45:00,2023-08-06 19:14:00,06-Aug-23,,,,,Danielle Morris,Emma Park,Jennifer Nguyen,On Job Training,Evening,1.0,29.0,15-30 min
b914f376-6857-42ff-b4c3-a9abf3559f9a,Inbound,Returns,Fraudulent User,,7f630f7c-995b-4b0c-af7b-2560b04a6655,16-07-2023 12:14,2023-08-05 08:50:00,2023-08-05 18:25:00,05-Aug-23,SAHAWAR,LifeStyle,299.0,,Jamie Smith,Scarlett Chen,John Smith,0-30,Morning,4.0,575.0,3+ hrs
1e3ca445-60e0-4a7d-be88-7e88749311ba,Inbound,Order Related,General Enquiry,,3fbe619d-f9ff-4840-a208-34b171a3230e,,2023-08-05 12:11:00,2023-08-05 12:30:00,05-Aug-23,,,,,Christopher Moore Jr.,Carter Park,Michael Lee,>90,Morning,1.0,19.0,15-30 min
e563e5c4-b4c7-4a1d-a54b-3ac670e2d70c,Inbound,Returns,Wrong,,4d41074e-b65d-455e-8954-5e1e38bd43c1,,2023-08-05 19:38:00,2023-08-05 19:47:00,05-Aug-23,,,,,Nicole Hicks,Jackson Park,Michael Lee,>90,Evening,5.0,9.0,5-15 min
eff9ec3a-a638-46e9-afe4-0b6b9c20b01e,Inbound,Returns,Return request,Very good,9a6b700a-62de-4e2e-96a7-c15c24dfddb9,,2023-08-06 10:02:00,2023-08-06 10:04:00,06-Aug-23,,,,,Brandy Foley,Ethan Nakamura,Emily Chen,0-30,Evening,1.0,2.0,0-5 min
91db11a3-2b56-4d60-9b3d-b08639693b8b,Inbound,Payments related,Payment related Queries,,3b0d4d49-b548-4df4-ba86-e02586edfa65,,2023-08-06 13:17:00,2023-08-06 13:19:00,06-Aug-23,,,,,Tammy Cochran,Madison Kim,John Smith,>90,Split,4.0,2.0,0-5 min
d216024e-4bc3-4ccb-9b37-89b1cf975100,Outcall,Refund Related,Refund Related Issues,,1836309b-1a6a-4971-b95a-d5cf2d92472f,,2023-08-06 14:28:00,2023-08-06 15:02:00,06-Aug-23,,,,,Jacqueline Santiago,Evelyn Kimura,John Smith,0-30,Morning,5.0,34.0,30-60 min
63a4a0d1-e1f5-4982-8d9f-6cca79a9c89e,Inbound,Returns,Reverse Pickup Enquiry,,3615f715-d75d-409d-8a1f-01847d5a9ddb,,2023-08-06 16:25:00,2023-08-06 16:28:00,06-Aug-23,,,,,Andrew Barrett,Elijah Yamaguchi,John Smith,>90,Evening,5.0,3.0,0-5 min
b85fc186-9fb8-43d1-a4ba-a4ce007e60a2,Inbound,Feedback,UnProfessional Behaviour,Good ,51c1d384-b55c-4411-a5c3-f97beb687f15,,2023-08-06 19:48:00,2023-08-06 19:49:00,06-Aug-23,,,,,David Smith,Nathan Patel,John Smith,>90,Split,5.0,1.0,0-5 min
72847626-52c7-47cd-8707-5f116bf88db8,Inbound,Returns,Wrong,,b641fa4e-a813-4a14-9733-1d7d9e4319e9,19-07-2023 17:33,2023-08-05 08:38:00,2023-08-05 08:40:00,05-Aug-23,JAIPUR,Home Appliences,3699.0,,Samuel Douglas,Abigail Suzuki,Jennifer Nguyen,On Job Training,Morning,1.0,2.0,0-5 min
ec177f1c-b557-4997-b7e6-929b1209db1f,Inbound,Order Related,Order status enquiry,,af3b134d-875d-4abc-8cba-b5e32458118a,04-08-2023 16:12,2023-08-05 09:07:00,2023-08-05 09:14:00,05-Aug-23,JAMSHEDPUR,Electronics,1499.0,,Alexander Marshall,Carter Park,Michael Lee,31-60,Morning,5.0,7.0,5-15 min
2698fecf-9dff-4649-86b5-e8c0851fdb6a,Inbound,Order Related,Delayed,,6ba994d6-c343-4e45-b8ba-693d2fb59c12,23-07-2023 20:52,2023-08-05 15:28:00,2023-08-05 17:03:00,05-Aug-23,PUNE,Books & General merchandise,432.0,,Theresa Wilson,Emma Park,John Smith,31-60,Afternoon,2.0,95.0,1-3 hrs
